,Days,class 1,class 2,class 3,class 4
53,54,0.6041062108552052,0.6041062108552052,0.6041062108552052,0.6041062108552052
54,55,0.5954490627516591,0.5954490627516591,0.5954490627516591,0.5954490627516591
55,56,0.5869153306935527,0.5869153306935527,0.5869153306935527,0.5869153306935527
56,57,0.5785033740616747,0.5785033740616747,0.5785033740616747,0.5785033740616747
57,58,0.5702115520612269,0.5702115520612269,0.5702115520612269,0.5702115520612269
58,59,0.5620382280850615,0.5620382280850615,0.5620382280850615,0.5620382280850615
59,60,0.5539817732118995,0.5539817732118995,0.5539817732118995,0.5539817732118995
60,61,0.5460405689995987,0.5460405689995987,0.5460405689995987,0.5460405689995987
61,62,0.5382130097040794,0.5382130097040794,0.5382130097040794,0.5382130097040794
62,63,0.5304975040304584,0.5304975040304584,0.5304975040304584,0.5304975040304584
63,64,0.5228924765033324,0.5228924765033324,0.5228924765033324,0.5228924765033324
64,65,0.5153963685271327,0.5153963685271327,0.5153963685271327,0.5153963685271327
65,66,0.5080076391944133,0.5080076391944133,0.5080076391944133,0.5080076391944133
66,67,0.500724765889276,0.500724765889276,0.500724765889276,0.500724765889276
67,68,0.4935462447244337,0.4935462447244337,0.4935462447244337,0.4935462447244337
68,69,0.48647059084332134,0.48647059084332134,0.48647059084332134,0.48647059084332134
69,70,0.47949633861286917,0.47949633861286917,0.47949633861286917,0.47949633861286917
70,71,0.47262204172782896,0.47262204172782896,0.47262204172782896,0.47262204172782896
71,72,0.4658462732436908,0.4658462732436908,0.4658462732436908,0.4658462732436908
72,73,0.4591676255520766,0.4591676255520766,0.4591676255520766,0.4591676255520766
73,74,0.45258471030993686,0.45258471030993686,0.45258471030993686,0.45258471030993686
74,75,0.4460961583317771,0.4460961583317771,0.4460961583317771,0.4460961583317771
75,76,0.4397006194524353,0.4397006194524353,0.4397006194524353,0.4397006194524353
76,77,0.4333967623665344,0.4333967623665344,0.4333967623665344,0.4333967623665344
77,78,0.4271832744496018,0.4271832744496018,0.4271832744496018,0.4271832744496018
78,79,0.42105886156491173,0.42105886156491173,0.42105886156491173,0.42105886156491173
79,80,0.41502224785935826,0.41502224785935826,0.41502224785935826,0.41502224785935826
80,81,0.4090721755510419,0.4090721755510419,0.4090721755510419,0.4090721755510419
81,82,0.4032074047107532,0.4032074047107532,0.4032074047107532,0.4032074047107532
82,83,0.39742671303912386,0.39742671303912386,0.39742671303912386,0.39742671303912386
83,84,0.39172889564088104,0.39172889564088104,0.39172889564088104,0.39172889564088104
84,85,0.38611276479736883,0.38611276479736883,0.38611276479736883,0.38611276479736883
85,86,0.3805771497382739,0.3805771497382739,0.3805771497382739,0.3805771497382739
86,87,0.3751208964133154,0.3751208964133154,0.3751208964133154,0.3751208964133154
87,88,0.3697428672645067,0.3697428672645067,0.3697428672645067,0.3697428672645067
88,89,0.3644419409994799,0.3644419409994799,0.3644419409994799,0.3644419409994799
89,90,0.35921701236626113,0.35921701236626113,0.35921701236626113,0.35921701236626113
90,91,0.35406699192980845,0.35406699192980845,0.35406699192980845,0.35406699192980845
91,92,0.34899080585055553,0.34899080585055553,0.34899080585055553,0.34899080585055553
92,93,0.3439873956651539,0.3439873956651539,0.3439873956651539,0.3439873956651539
93,94,0.3390557180695623,0.3390557180695623,0.3390557180695623,0.3390557180695623
94,95,0.33419474470459376,0.33419474470459376,0.33419474470459376,0.33419474470459376
95,96,0.32940346194400805,0.32940346194400805,0.32940346194400805,0.32940346194400805
96,97,0.3246808706852085,0.3246808706852085,0.3246808706852085,0.3246808706852085
97,98,0.3200259861425862,0.3200259861425862,0.3200259861425862,0.3200259861425862
98,99,0.3154378376435384,0.3154378376435384,0.3154378376435384,0.3154378376435384
99,100,0.310915468427177,0.310915468427177,0.310915468427177,0.310915468427177
100,101,0.3064579354457299,0.3064579354457299,0.3064579354457299,0.3064579354457299
101,102,0.30206430916863375,0.30206430916863375,0.30206430916863375,0.30206430916863375
102,103,0.29773367338930684,0.29773367338930684,0.29773367338930684,0.29773367338930684
103,104,0.29346512503458844,0.29346512503458844,0.29346512503458844,0.29346512503458844
104,105,0.2892577739768249,0.2892577739768249,0.2892577739768249,0.2892577739768249
105,106,0.2851107428485806,0.2851107428485806,0.2851107428485806,0.2851107428485806
106,107,0.28102316685994855,0.28102316685994855,0.28102316685994855,0.28102316685994855
107,108,0.2769941936184334,0.2769941936184334,0.2769941936184334,0.2769941936184334
108,109,0.2730229829513801,0.2730229829513801,0.2730229829513801,0.2730229829513801
109,110,0.26910870673091664,0.26910870673091664,0.26910870673091664,0.26910870673091664
110,111,0.2652505487013818,0.2652505487013818,0.2652505487013818,0.2652505487013818
111,112,0.2614477043092068,0.2614477043092068,0.2614477043092068,0.2614477043092068
112,113,0.25769938053521857,0.25769938053521857,0.25769938053521857,0.25769938053521857
113,114,0.254004795729334,0.254004795729334,0.254004795729334,0.254004795729334
114,115,0.25036317944761316,0.25036317944761316,0.25036317944761316,0.25036317944761316
115,116,0.24677377229163897,0.24677377229163897,0.24677377229163897,0.24677377229163897
116,117,0.2432358257501929,0.2432358257501929,0.2432358257501929,0.2432358257501929
117,118,0.23974860204319412,0.23974860204319412,0.23974860204319412,0.23974860204319412
118,119,0.23631137396787116,0.23631137396787116,0.23631137396787116,0.23631137396787116
119,120,0.2329234247471352,0.2329234247471352,0.2329234247471352,0.2329234247471352
120,121,0.22958404788012318,0.22958404788012318,0.22958404788012318,0.22958404788012318
121,122,0.22629254699488213,0.22629254699488213,0.22629254699488213,0.22629254699488213
122,123,0.2230482357031623,0.2230482357031623,0.2230482357031623,0.2230482357031623
123,124,0.21985043745729083,0.21985043745729083,0.21985043745729083,0.21985043745729083
124,125,0.21669848540909584,0.21669848540909584,0.21669848540909584,0.21669848540909584
125,126,0.2135917222708518,0.2135917222708518,0.2135917222708518,0.2135917222708518
126,127,0.21052950017821767,0.21052950017821767,0.21052950017821767,0.21052950017821767
127,128,0.20751118055513912,0.20751118055513912,0.20751118055513912,0.20751118055513912
128,129,0.20453613398068735,0.20453613398068735,0.20453613398068735,0.20453613398068735
129,130,0.20160374005780587,0.20160374005780587,0.20160374005780587,0.20160374005780587
130,131,0.19871338728393928,0.19871338728393928,0.19871338728393928,0.19871338728393928
131,132,0.19586447292351555,0.19586447292351555,0.19586447292351555,0.19586447292351555
132,133,0.1930564028822577,0.1930564028822577,0.1930564028822577,0.1930564028822577
133,134,0.19028859158329547,0.19028859158329547,0.19028859158329547,0.19028859158329547
134,135,0.18756046184505418,0.18756046184505418,0.18756046184505418,0.18756046184505418
135,136,0.18487144476089368,0.18487144476089368,0.18487144476089368,0.18487144476089368
136,137,0.1822209795804729,0.1822209795804729,0.1822209795804729,0.1822209795804729
137,138,0.1796085135928148,0.1796085135928148,0.1796085135928148,0.1796085135928148
138,139,0.17703350201104828,0.17703350201104828,0.17703350201104828,0.17703350201104828
139,140,0.17449540785880224,0.17449540785880224,0.17449540785880224,0.17449540785880224
140,141,0.17199370185822765,0.17199370185822765,0.17199370185822765,0.17199370185822765
141,142,0.16952786231962616,0.16952786231962616,0.16952786231962616,0.16952786231962616
142,143,0.1670973750326603,0.1670973750326603,0.1670973750326603,0.1670973750326603
143,144,0.16470173315912334,0.16470173315912334,0.16470173315912334,0.16470173315912334
144,145,0.16234043712724694,0.16234043712724694,0.16234043712724694,0.16234043712724694
145,146,0.16001299452752338,0.16001299452752338,0.16001299452752338,0.16001299452752338
146,147,0.157718920010022,0.157718920010022,0.157718920010022,0.157718920010022
147,148,0.1554577351831774,0.1554577351831774,0.1554577351831774,0.1554577351831774
148,149,0.1532289685140288,0.1532289685140288,0.1532289685140288,0.1532289685140288
149,150,0.15103215522988972,0.15103215522988972,0.15103215522988972,0.15103215522988972
150,151,0.14886683722142713,0.14886683722142713,0.14886683722142713,0.14886683722142713
151,152,0.14673256294713027,0.14673256294713027,0.14673256294713027,0.14673256294713027
152,153,0.14462888733914947,0.14462888733914947,0.14462888733914947,0.14462888733914947
153,154,0.14255537171048427,0.14255537171048427,0.14255537171048427,0.14255537171048427
154,155,0.14051158366350242,0.14051158366350242,0.14051158366350242,0.14051158366350242
155,156,0.1384970969997707,0.1384970969997707,0.1384970969997707,0.1384970969997707
156,157,0.136511491631178,0.136511491631178,0.136511491631178,0.136511491631178
157,158,0.13455435349233316,0.13455435349233316,0.13455435349233316,0.13455435349233316
158,159,0.13262527445421807,0.13262527445421807,0.13262527445421807,0.13262527445421807
159,160,0.13072385223907937,0.13072385223907937,0.13072385223907937,0.13072385223907937
160,161,0.12884969033653987,0.12884969033653987,0.12884969033653987,0.12884969033653987
161,162,0.12700239792091295,0.12700239792091295,0.12700239792091295,0.12700239792091295
162,163,0.12518158976970206,0.12518158976970206,0.12518158976970206,0.12518158976970206
163,164,0.1233868861832692,0.1233868861832692,0.1233868861832692,0.1233868861832692
164,165,0.12161791290565462,0.12161791290565462,0.12161791290565462,0.12161791290565462
165,166,0.11987430104653188,0.11987430104653188,0.11987430104653188,0.11987430104653188
166,167,0.11815568700428188,0.11815568700428188,0.11815568700428188,0.11815568700428188
167,168,0.11646171239016968,0.11646171239016968,0.11646171239016968,0.11646171239016968
168,169,0.11479202395360856,0.11479202395360856,0.11479202395360856,0.11479202395360856
169,170,0.11314627350849508,0.11314627350849508,0.11314627350849508,0.11314627350849508
170,171,0.111524117860601,0.111524117860601,0.111524117860601,0.111524117860601
171,172,0.10992521873600544,0.10992521873600544,0.10992521873600544,0.10992521873600544
172,173,0.10834924271055359,0.10834924271055359,0.10834924271055359,0.10834924271055359
173,174,0.10679586114032638,0.10679586114032638,0.10679586114032638,0.10679586114032638
174,175,0.10526475009310751,0.10526475009310751,0.10526475009310751,0.10526475009310751
175,176,0.1037555902808324,0.1037555902808324,0.1037555902808324,0.1037555902808324
176,177,0.10226806699300608,0.10226806699300608,0.10226806699300608,0.10226806699300608
177,178,0.10080187003107541,0.10080187003107541,0.10080187003107541,0.10080187003107541
178,179,0.09935669364374229,0.09935669364374229,0.09935669364374229,0.09935669364374229
179,180,0.09793223646320426,0.09793223646320426,0.09793223646320426,0.09793223646320426
180,181,0.09652820144230916,0.09652820144230916,0.09652820144230916,0.09652820144230916
181,182,0.09514429579261083,0.09514429579261083,0.09514429579261083,0.09514429579261083
182,183,0.09378023092331292,0.09378023092331292,0.09378023092331292,0.09378023092331292
183,184,0.09243572238108812,0.09243572238108812,0.09243572238108812,0.09243572238108812
184,185,0.0911104897907597,0.0911104897907597,0.0911104897907597,0.0911104897907597
185,186,0.08980425679683435,0.08980425679683435,0.08980425679683435,0.08980425679683435
186,187,0.08851675100587256,0.08851675100587256,0.08851675100587256,0.08851675100587256
187,188,0.0872477039296854,0.0872477039296854,0.0872477039296854,0.0872477039296854
188,189,0.08599685092934577,0.08599685092934577,0.08599685092934577,0.08599685092934577
189,190,0.08476393116000236,0.08476393116000236,0.08476393116000236,0.08476393116000236
190,191,0.08354868751648457,0.08354868751648457,0.08354868751648457,0.08354868751648457
191,192,0.08235086657968768,0.08235086657968768,0.08235086657968768,0.08235086657968768
192,193,0.08117021856372629,0.08117021856372629,0.08117021856372629,0.08117021856372629
193,194,0.0800064972638456,0.0800064972638456,0.0800064972638456,0.0800064972638456
194,195,0.07885946000507948,0.07885946000507948,0.07885946000507948,0.07885946000507948
195,196,0.07772886759164459,0.07772886759164459,0.07772886759164459,0.07772886759164459
196,197,0.07661448425706002,0.07661448425706002,0.07661448425706002,0.07661448425706002
197,198,0.07551607761498208,0.07551607761498208,0.07551607761498208,0.07551607761498208
198,199,0.0744334186107439,0.0744334186107439,0.0744334186107439,0.0744334186107439
199,200,0.0733662814735899,0.0733662814735899,0.0733662814735899,0.0733662814735899
200,201,0.07231444366959495,0.07231444366959495,0.07231444366959495,0.07231444366959495
201,202,0.07127768585525862,0.07127768585525862,0.07127768585525862,0.07127768585525862
202,203,0.07025579183176467,0.07025579183176467,0.07025579183176467,0.07025579183176467
203,204,0.06924854849989631,0.06924854849989631,0.06924854849989631,0.06924854849989631
204,205,0.06825574581559797,0.06825574581559797,0.06825574581559797,0.06825574581559797
205,206,0.06727717674617392,0.06727717674617392,0.06727717674617392,0.06727717674617392
206,207,0.06631263722711503,0.06631263722711503,0.06631263722711503,0.06631263722711503
207,208,0.06536192611954457,0.06536192611954457,0.06536192611954457,0.06536192611954457
208,209,0.06442484516827393,0.06442484516827393,0.06442484516827393,0.06442484516827393
209,210,0.0635011989604597,0.0635011989604597,0.0635011989604597,0.0635011989604597
210,211,0.06259079488485367,0.06259079488485367,0.06259079488485367,0.06259079488485367
211,212,0.06169344309163675,0.06169344309163675,0.06169344309163675,0.06169344309163675
212,213,0.06080895645282906,0.06080895645282906,0.06080895645282906,0.06080895645282906
213,214,0.05993715052326736,0.05993715052326736,0.05993715052326736,0.05993715052326736
214,215,0.059077843502142104,0.059077843502142104,0.059077843502142104,0.059077843502142104
215,216,0.058230856195085806,0.058230856195085806,0.058230856195085806,0.058230856195085806
216,217,0.05739601197680506,0.05739601197680506,0.05739601197680506,0.05739601197680506
217,218,0.0565731367542482,0.0565731367542482,0.0565731367542482,0.0565731367542482
218,219,0.05576205893030105,0.05576205893030105,0.05576205893030105,0.05576205893030105
219,220,0.054962609368003165,0.054962609368003165,0.054962609368003165,0.054962609368003165
220,221,0.054174621355277126,0.054174621355277126,0.054174621355277126,0.054174621355277126
221,222,0.053397930570163475,0.053397930570163475,0.053397930570163475,0.053397930570163475
222,223,0.05263237504655398,0.05263237504655398,0.05263237504655398,0.05263237504655398
223,224,0.051877795140416384,0.051877795140416384,0.051877795140416384,0.051877795140416384
224,225,0.05113403349650319,0.05113403349650319,0.05113403349650319,0.05113403349650319
225,226,0.05040093501553783,0.05040093501553783,0.05040093501553783,0.05040093501553783
226,227,0.04967834682187125,0.04967834682187125,0.04967834682187125,0.04967834682187125
227,228,0.048966118231602206,0.048966118231602206,0.048966118231602206,0.048966118231602206
228,229,0.048264100721154654,0.048264100721154654,0.048264100721154654,0.048264100721154654
229,230,0.047572147896305476,0.047572147896305476,0.047572147896305476,0.047572147896305476
230,231,0.04689011546165653,0.04689011546165653,0.04689011546165653,0.04689011546165653
231,232,0.046217861190544086,0.046217861190544086,0.046217861190544086,0.046217861190544086
232,233,0.04555524489537987,0.04555524489537987,0.04555524489537987,0.04555524489537987
233,234,0.0449021283984172,0.0449021283984172,0.0449021283984172,0.0449021283984172
234,235,0.0442583755029363,0.0442583755029363,0.0442583755029363,0.0442583755029363
235,236,0.04362385196484271,0.04362385196484271,0.04362385196484271,0.04362385196484271
236,237,0.0429984254646729,0.0429984254646729,0.0429984254646729,0.0429984254646729
237,238,0.04238196558000118,0.04238196558000118,0.04238196558000118,0.04238196558000118
238,239,0.041774343758242294,0.041774343758242294,0.041774343758242294,0.041774343758242294
239,240,0.04117543328984387,0.04117543328984387,0.04117543328984387,0.04117543328984387
240,241,0.04058510928186317,0.04058510928186317,0.04058510928186317,0.04058510928186317
241,242,0.04000324863192281,0.04000324863192281,0.04000324863192281,0.04000324863192281
242,243,0.03942973000253974,0.03942973000253974,0.03942973000253974,0.03942973000253974
243,244,0.038864433795822294,0.038864433795822294,0.038864433795822294,0.038864433795822294
244,245,0.03830724212853001,0.03830724212853001,0.03830724212853001,0.03830724212853001
245,246,0.03775803880749104,0.03775803880749104,0.03775803880749104,0.03775803880749104
246,247,0.037216709305371944,0.037216709305371944,0.037216709305371944,0.037216709305371944
247,248,0.03668314073679494,0.03668314073679494,0.03668314073679494,0.03668314073679494
248,249,0.03615722183479747,0.03615722183479747,0.03615722183479747,0.03615722183479747
249,250,0.035638842927629304,0.035638842927629304,0.035638842927629304,0.035638842927629304
250,251,0.03512789591588234,0.03512789591588234,0.03512789591588234,0.03512789591588234
251,252,0.03462427424994817,0.03462427424994817,0.03462427424994817,0.03462427424994817
252,253,0.03412787290779899,0.03412787290779899,0.03412787290779899,0.03412787290779899
253,254,0.033638588373086954,0.033638588373086954,0.033638588373086954,0.033638588373086954
254,255,0.03315631861355751,0.03315631861355751,0.03315631861355751,0.03315631861355751
255,256,0.03268096305977228,0.03268096305977228,0.03268096305977228,0.03268096305977228
256,257,0.03221242258413696,0.03221242258413696,0.03221242258413696,0.03221242258413696
257,258,0.03175059948022985,0.03175059948022985,0.03175059948022985,0.03175059948022985
258,259,0.031295397442426834,0.031295397442426834,0.031295397442426834,0.031295397442426834
259,260,0.030846721545818374,0.030846721545818374,0.030846721545818374,0.030846721545818374
260,261,0.030404478226414528,0.030404478226414528,0.030404478226414528,0.030404478226414528
261,262,0.029968575261633695,0.029968575261633695,0.029968575261633695,0.029968575261633695
262,263,0.029538921751071062,0.029538921751071062,0.029538921751071062,0.029538921751071062
263,264,0.02911542809754291,0.02911542809754291,0.02911542809754291,0.02911542809754291
264,265,0.02869800598840254,0.02869800598840254,0.02869800598840254,0.02869800598840254
265,266,0.0282865683771241,0.0282865683771241,0.0282865683771241,0.0282865683771241
266,267,0.02788102946515052,0.02788102946515052,0.02788102946515052,0.02788102946515052
267,268,0.027481304684001576,0.027481304684001576,0.027481304684001576,0.027481304684001576
268,269,0.027087310677638563,0.027087310677638563,0.027087310677638563,0.027087310677638563
269,270,0.026698965285081734,0.026698965285081734,0.026698965285081734,0.026698965285081734
270,271,0.026316187523276986,0.026316187523276986,0.026316187523276986,0.026316187523276986
271,272,0.02593889757020819,0.02593889757020819,0.02593889757020819,0.02593889757020819
272,273,0.025567016748251604,0.025567016748251604,0.025567016748251604,0.025567016748251604
273,274,0.02520046750776892,0.02520046750776892,0.02520046750776892,0.02520046750776892
274,275,0.024839173410935632,0.024839173410935632,0.024839173410935632,0.024839173410935632
275,276,0.02448305911580111,0.02448305911580111,0.02448305911580111,0.02448305911580111
276,277,0.024132050360577313,0.024132050360577313,0.024132050360577313,0.024132050360577313
277,278,0.023786073948152728,0.023786073948152728,0.023786073948152728,0.023786073948152728
278,279,0.02344505773082827,0.02344505773082827,0.02344505773082827,0.02344505773082827
279,280,0.02310893059527205,0.02310893059527205,0.02310893059527205,0.02310893059527205
280,281,0.022777622447689945,0.022777622447689945,0.022777622447689945,0.022777622447689945
281,282,0.022451064199208608,0.022451064199208608,0.022451064199208608,0.022451064199208608
282,283,0.02212918775146816,0.02212918775146816,0.02212918775146816,0.02212918775146816
283,284,0.021811925982421362,0.021811925982421362,0.021811925982421362,0.021811925982421362
284,285,0.021499212732336456,0.021499212732336456,0.021499212732336456,0.021499212732336456
285,286,0.021190982790000597,0.021190982790000597,0.021190982790000597,0.021190982790000597
286,287,0.02088717187912115,0.02088717187912115,0.02088717187912115,0.02088717187912115
287,288,0.020587716644921934,0.020587716644921934,0.020587716644921934,0.020587716644921934
288,289,0.020292554640931583,0.020292554640931583,0.020292554640931583,0.020292554640931583
289,290,0.020001624315961405,0.020001624315961405,0.020001624315961405,0.020001624315961405
290,291,0.01971486500126987,0.01971486500126987,0.01971486500126987,0.01971486500126987
291,292,0.019432216897911147,0.019432216897911147,0.019432216897911147,0.019432216897911147
292,293,0.019153621064265002,0.019153621064265002,0.019153621064265002,0.019153621064265002
293,294,0.018879019403745517,0.018879019403745517,0.018879019403745517,0.018879019403745517
294,295,0.018608354652685972,0.018608354652685972,0.018608354652685972,0.018608354652685972
295,296,0.01834157036839747,0.01834157036839747,0.01834157036839747,0.01834157036839747
296,297,0.018078610917398735,0.018078610917398735,0.018078610917398735,0.018078610917398735
297,298,0.017819421463814652,0.017819421463814652,0.017819421463814652,0.017819421463814652
298,299,0.017563947957941164,0.017563947957941164,0.017563947957941164,0.017563947957941164
299,300,0.017312137124974078,0.017312137124974078,0.017312137124974078,0.017312137124974078
300,301,0.017063936453899503,0.017063936453899503,0.017063936453899503,0.017063936453899503
301,302,0.016819294186543484,0.016819294186543484,0.016819294186543484,0.016819294186543484
302,303,0.01657815930677876,0.01657815930677876,0.01657815930677876,0.01657815930677876
303,304,0.016340481529886146,0.016340481529886146,0.016340481529886146,0.016340481529886146
304,305,0.016106211292068486,0.016106211292068486,0.016106211292068486,0.016106211292068486
305,306,0.01587529974011493,0.01587529974011493,0.01587529974011493,0.01587529974011493
306,307,0.01564769872121342,0.01564769872121342,0.01564769872121342,0.01564769872121342
307,308,0.015423360772909192,0.015423360772909192,0.015423360772909192,0.015423360772909192
308,309,0.015202239113207271,0.015202239113207271,0.015202239113207271,0.015202239113207271
309,310,0.014984287630816846,0.014984287630816846,0.014984287630816846,0.014984287630816846
310,311,0.01476946087553553,0.01476946087553553,0.01476946087553553,0.01476946087553553
311,312,0.014557714048771455,0.014557714048771455,0.014557714048771455,0.014557714048771455
312,313,0.014349002994201266,0.014349002994201266,0.014349002994201266,0.014349002994201266
313,314,0.014143284188562049,0.014143284188562049,0.014143284188562049,0.014143284188562049
314,315,0.01394051473257526,0.01394051473257526,0.01394051473257526,0.01394051473257526
315,316,0.013740652342000788,0.013740652342000788,0.013740652342000788,0.013740652342000788
316,317,0.01354365533881928,0.01354365533881928,0.01354365533881928,0.01354365533881928
317,318,0.013349482642540867,0.013349482642540867,0.013349482642540867,0.013349482642540867
318,319,0.013158093761638493,0.013158093761638493,0.013158093761638493,0.013158093761638493
319,320,0.012969448785104094,0.012969448785104094,0.012969448785104094,0.012969448785104094
320,321,0.012783508374125795,0.012783508374125795,0.012783508374125795,0.012783508374125795
321,322,0.012600233753884454,0.012600233753884454,0.012600233753884454,0.012600233753884454
322,323,0.012419586705467821,0.012419586705467821,0.012419586705467821,0.012419586705467821
323,324,0.01224152955790056,0.01224152955790056,0.01224152955790056,0.01224152955790056
324,325,0.012066025180288667,0.012066025180288667,0.012066025180288667,0.012066025180288667
325,326,0.011893036974076374,0.011893036974076374,0.011893036974076374,0.011893036974076374
326,327,0.011722528865414136,0.011722528865414136,0.011722528865414136,0.011722528865414136
327,328,0.011554465297636025,0.011554465297636025,0.011554465297636025,0.011554465297636025
328,329,0.01138881122384497,0.01138881122384497,0.01138881122384497,0.01138881122384497
329,330,0.011225532099604302,0.011225532099604302,0.011225532099604302,0.011225532099604302
330,331,0.011064593875734077,0.011064593875734077,0.011064593875734077,0.011064593875734077
331,332,0.010905962991210681,0.010905962991210681,0.010905962991210681,0.010905962991210681
332,333,0.010749606366168226,0.010749606366168226,0.010749606366168226,0.010749606366168226
333,334,0.010595491395000297,0.010595491395000297,0.010595491395000297,0.010595491395000297
334,335,0.010443585939560575,0.010443585939560575,0.010443585939560575,0.010443585939560575
335,336,0.010293858322460965,0.010293858322460965,0.010293858322460965,0.010293858322460965
336,337,0.01014627732046579,0.01014627732046579,0.01014627732046579,0.01014627732046579
337,338,0.010000812157980703,0.010000812157980703,0.010000812157980703,0.010000812157980703
338,339,0.009857432500634936,0.009857432500634936,0.009857432500634936,0.009857432500634936
339,340,0.009716108448955573,0.009716108448955573,0.009716108448955573,0.009716108448955573
340,341,0.009576810532132501,0.009576810532132501,0.009576810532132501,0.009576810532132501
341,342,0.009439509701872757,0.009439509701872757,0.009439509701872757,0.009439509701872757
342,343,0.009304177326342986,0.009304177326342986,0.009304177326342986,0.009304177326342986
343,344,0.009170785184198735,0.009170785184198735,0.009170785184198735,0.009170785184198735
344,345,0.009039305458699368,0.009039305458699368,0.009039305458699368,0.009039305458699368
345,346,0.008909710731907333,0.008909710731907333,0.008909710731907333,0.008909710731907333
346,347,0.008781973978970589,0.008781973978970589,0.008781973978970589,0.008781973978970589
347,348,0.008656068562487046,0.008656068562487046,0.008656068562487046,0.008656068562487046
348,349,0.00853196822694975,0.00853196822694975,0.00853196822694975,0.00853196822694975
349,350,0.00840964709327174,0.00840964709327174,0.00840964709327174,0.00840964709327174
